gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,charges_per_tenure_month,estimated_tenure_value,tenure_bucket,active_service_count,electronic_payment,actual_churn,predicted_churn,probability,error_type,borderline_probability
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.0,241.3,80.43333333333334,240.0,0-6,2,1,0,1,0.8123275775160718,false_positive,False
Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),26.2,954.9,27.282857142857143,917.0,25-48,0,0,0,0,0.0821529858778637,correct,False
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,180.3,16.39090909090909,211.75,7-12,0,0,1,0,0.2585619861477682,false_negative,False
Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,98.48125,5630.8,49-72,3,1,0,1,0.5337488962200829,false_positive,True
Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.95,1222.25,23.965686274509803,1272.45,49-72,0,0,0,0,0.03864400904986135,correct,False
Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,88.51944444444445,3270.6,25-48,2,1,1,1,0.7091327452995969,correct,False
Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.45,106.9,21.380000000000003,102.25,0-6,0,0,0,0,0.09497944273017994,correct,False
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,20.4,20.4,0-6,0,0,0,0,0.2248297378973815,correct,False
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,75.41428571428571,520.8000000000001,7-12,0,0,1,1,0.8192302191846653,correct,False
Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,55.13623188405797,3701.85,49-72,2,0,0,0,0.07661884272307463,correct,False
Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,70.18409090909091,1485.0,13-24,4,0,1,0,0.16062941773607567,false_negative,False
Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.2,1618.2,25.685714285714287,1524.6,49-72,0,0,0,0,0.02430562443344906,correct,False
Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,77.53181818181818,4166.25,49-72,4,0,0,0,0.10809018320511943,correct,False
Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,57.55,161.45,53.81666666666666,172.64999999999998,0-6,2,1,0,1,0.7632528271959658,false_positive,False
Male,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),81.35,5398.6,80.57611940298509,5450.45,49-72,5,0,0,0,0.03502432732396714,correct,False
Female,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,19.633333333333333,75.75,0-6,0,1,1,1,0.7792012947754096,correct,False
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,19.75,19.75,0-6,0,0,0,0,0.42143331532196776,correct,True
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,90.5375,1424.8,13-24,2,0,1,1,0.7270565238895443,correct,False
Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,106.29838709677419,6451.099999999999,49-72,4,1,0,0,0.26356297783070654,correct,False
Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,71.64375,524.0,7-12,3,0,0,0,0.45312262726326824,correct,True
Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,21.13888888888889,180.9,7-12,0,0,0,0,0.10748405426603432,correct,False
Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,146.3,24.383333333333336,117.0,0-6,0,0,1,0,0.3912892389537548,false_negative,False
Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,59.0,1654.45,59.0875,1652.0,25-48,2,0,0,0,0.15190919822147123,correct,False
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,20.213461538461537,504.4,25-48,0,0,0,0,0.07836597236467016,correct,False
Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,104.1236842105263,3843.7000000000003,25-48,3,0,0,1,0.6942154134622668,false_positive,False
Female,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.3,913.3,50.73888888888889,905.4,13-24,0,1,0,1,0.574763947968154,false_positive,True
Female,0,Yes,Yes,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,31.0,95.05,31.683333333333334,93.0,0-6,1,0,1,1,0.6801230897859702,correct,False
Male,0,Yes,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0,78.25,26.083333333333332,75.0,0-6,0,0,0,1,0.7232911794072605,false_positive,False
Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,75.22214285714286,5106.5,49-72,4,0,0,0,0.04529517684814518,correct,False
Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),69.35,4653.25,69.45149253731343,4646.45,49-72,4,0,0,0,0.06727889186820009,correct,False
Male,0,No,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.35,1654.6,23.304225352112674,1728.8500000000001,49-72,0,0,0,0,0.0168673324465256,correct,False
Male,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.1,1083.7,67.73125,1105.6,13-24,3,1,0,1,0.5036164789985357,false_positive,True
Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,65.5,616.9,61.69,655.0,7-12,3,1,0,1,0.5114938520530428,false_positive,True
Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,90.85,90.85,0-6,2,0,1,1,0.9050971563283867,correct,False
Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,52.387499999999996,675.5999999999999,7-12,1,0,0,1,0.5127262997001484,false_positive,True
Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),53.85,259.8,51.96,269.25,0-6,2,0,1,0,0.44452390722610735,false_negative,True
Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,101.55499999999999,3968.0,25-48,4,0,1,0,0.4163176978323273,false_negative,True
Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,63.8,1363.95,13-24,3,0,0,0,0.3983686855851023,correct,False
Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.25,576.95,64.10555555555555,614.25,7-12,4,0,0,0,0.43428817290222693,correct,True
Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,50.728571428571435,352.09999999999997,7-12,1,0,0,0,0.42639771207551075,correct,True
Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,17.847368421052632,761.9,25-48,0,0,0,0,0.05754757848350412,correct,False
Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,50.5,50.5,0-6,1,1,1,1,0.7751153508786692,correct,False
Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,490.55,70.07857142857144,524.3000000000001,7-12,1,1,0,1,0.7972193529523933,false_positive,False
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,68.975,141.9,0-6,0,1,1,1,0.8885381797182691,correct,False
Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,19.295535714285712,1094.8,49-72,0,0,0,0,0.028897825373560036,correct,False
Female,0,Yes,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.35,314.55,52.425000000000004,302.1,0-6,0,1,0,1,0.7478940804085973,false_positive,False
Female,0,No,No,63,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),58.55,3503.5,55.611111111111114,3688.6499999999996,49-72,2,0,0,0,0.12623522571599424,correct,False
Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,110.45703125,7072.0,49-72,5,0,0,0,0.19209032357727102,correct,False
Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.9,1332.4,45.9448275862069,1331.1,25-48,2,1,0,1,0.6956466130536199,false_positive,False
Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,83.259375,2740.8,25-48,1,0,0,1,0.6971877097738867,false_positive,False
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,93.025,168.1,0-6,1,1,0,1,0.9477217345549555,false_positive,False
Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,93.50416666666666,5664.0,49-72,3,1,1,0,0.49062254241096154,false_negative,True
Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,65.05,1427.55,64.88863636363637,1431.1,13-24,3,0,0,0,0.27584374699926906,correct,False
Male,0,No,No,11,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.65,425.1,38.64545454545455,392.15,7-12,2,1,0,1,0.5854966107618895,false_positive,True
Male,1,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,90.65,5199.8,91.22456140350877,5167.05,49-72,3,1,0,0,0.46353538054591037,correct,True
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,44.15,44.15,44.15,0-6,0,0,1,1,0.7089096245924787,correct,False
Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,18.123387096774195,1190.3999999999999,49-72,0,0,0,0,0.0256552568848564,correct,False
Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.75,4533.7,96.46170212765956,4641.25,25-48,4,1,1,1,0.5962855384967106,correct,True
Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,90.60245901639344,5374.099999999999,49-72,6,0,0,0,0.042771548657269044,correct,False
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,194.2,64.73333333333333,210.45000000000002,0-6,0,1,0,1,0.8883138006598218,false_positive,False
Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.05,5135.35,80.23984375,5187.2,49-72,2,1,0,0,0.27604595757909367,correct,False
Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05,518.75,86.45833333333333,564.3,0-6,3,0,0,1,0.8766381177827093,false_positive,False
Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,1090.1,19.46607142857143,1122.8,49-72,0,0,0,0,0.01740155748648636,correct,False
Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,49.48703703703704,1345.95,25-48,1,0,0,0,0.2204863481998529,correct,False
Female,0,Yes,No,46,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,45.55,2062.15,44.82934782608696,2095.2999999999997,25-48,3,1,0,0,0.3166268493445131,correct,False
Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.1,45.1,45.1,45.1,0-6,0,1,1,1,0.7406410199228166,correct,False
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,231.45,21.04090909090909,224.39999999999998,7-12,0,0,0,0,0.05525110363201291,correct,False
Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,98.309375,3163.2,25-48,3,0,0,1,0.7454093797258325,false_positive,False
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,74.8,311.4,0-6,1,1,1,1,0.8883539426018076,correct,False
Male,0,No,No,24,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,58.356249999999996,1335.6,13-24,1,0,1,0,0.36408373383877773,false_negative,False
Male,0,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.95,4025.5,115.01428571428572,3813.25,25-48,5,1,0,0,0.3135159362241933,correct,False
Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,4822.85,104.8445652173913,4839.2,25-48,5,0,1,0,0.21758788058760586,false_negative,False
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,70.0,70.0,70.0,0-6,0,1,1,1,0.8784445881740826,correct,False
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,109.46111111111111,7930.8,49-72,5,0,0,0,0.14259400726266136,correct,False
Female,1,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.5,6479.4,102.84761904761905,6520.5,49-72,4,1,0,1,0.7498881476579405,false_positive,False
Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.5,1808.7,86.12857142857143,1816.5,13-24,1,1,1,1,0.8135315664210786,correct,False
Male,0,Yes,Yes,37,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,40.2,1525.35,41.225675675675674,1487.4,25-48,3,1,0,0,0.17583941693782934,correct,False
Male,0,No,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,100.9,5552.05,100.94636363636364,5549.5,49-72,4,0,0,0,0.32793423044583403,correct,False
Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.6,979.5,69.96428571428571,932.3999999999999,13-24,2,0,0,1,0.518052732348147,false_positive,True
Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.85,3827.9,72.22452830188679,3808.0499999999997,49-72,3,1,0,0,0.24155626475345468,correct,False
Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),84.15,4164.4,83.288,4207.5,49-72,5,0,0,0,0.21701770488983965,correct,False
Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,105.50526315789473,3898.7999999999997,25-48,4,1,0,1,0.8164314026737843,false_positive,False
Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,2967.35,98.91166666666666,2991.0,25-48,3,1,1,1,0.8261388119346502,correct,False
Female,0,No,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.9,1654.7,59.096428571428575,1677.2,25-48,3,1,0,0,0.14445646690592834,correct,False
Male,1,Yes,No,46,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),59.9,2816.65,61.231521739130436,2755.4,25-48,5,0,1,0,0.2817501460646208,false_negative,False
Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,1343.4,20.050746268656717,1376.8500000000001,49-72,0,1,0,0,0.052864263388547446,correct,False
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,45.95,45.95,0-6,0,0,1,1,0.6155486653104696,correct,False
Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.8,1013.2,20.264,990.0,49-72,0,1,0,0,0.036530221583690715,correct,False
Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,98.0,5270.6,94.11785714285715,5488.0,49-72,3,1,0,1,0.5395633774178057,false_positive,True
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,19.95,19.95,19.95,0-6,0,0,0,0,0.4203698388187498,correct,True
Male,0,Yes,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,35.1,101.1,33.699999999999996,105.30000000000001,0-6,2,0,0,1,0.5778802829923843,false_positive,True
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,8165.1,113.40416666666667,7887.599999999999,49-72,5,1,0,0,0.21968378847924647,correct,False
Female,0,No,No,48,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),60.35,2896.4,60.34166666666667,2896.8,25-48,3,0,1,0,0.07719341190338103,false_negative,False
Male,0,No,No,9,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,39.55,373.0,41.44444444444444,355.95,7-12,3,0,0,0,0.25081414704189897,correct,False
Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,73.39736842105263,1322.3999999999999,13-24,2,0,0,1,0.5538071431506034,false_positive,True
Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,83.61630434782609,3726.0,25-48,5,0,0,0,0.038961043204826754,correct,False
Male,0,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,6033.3,107.7375,6006.0,49-72,4,1,0,1,0.5061596979899805,false_positive,True
Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.15,2848.45,81.38428571428571,2910.25,25-48,1,1,0,1,0.6952067138746123,false_positive,False
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,475.2,19.008,495.0,25-48,0,0,0,0,0.03358816586903652,correct,False
Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,71.1047619047619,1441.65,13-24,0,1,0,1,0.7022927132807777,false_positive,False
Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.35,1847.55,26.021830985915493,1799.8500000000001,49-72,0,0,0,0,0.017174438567011292,correct,False
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,79.35,79.35,0-6,1,0,1,1,0.8891466714521198,correct,False
Female,0,No,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),84.5,5193.2,83.76129032258065,5239.0,49-72,5,0,0,0,0.06639985202113462,correct,False
Male,0,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.45,74.38584905660377,4173.75,49-72,4,0,0,0,0.2367326908346186,correct,False
